Band,Song,Url
Art Van Damme,Polka Dots and Moonbeams,/lyric/2492047/Art+Van+Damme/Polka+Dots+and+Moonbeams
Art Van Damme,The Song Is You,/lyric/2492045/Art+Van+Damme/The+Song+Is+You
Art Van Damme,These Foolish Things,/lyric/2492030/Jo+Stafford/These+Foolish+Things
Art Van Damme,Jo Stafford,artist/Jo-Stafford/3151
Art Van Damme,Bye Bye Blackbird,/lyric/4212716/Art+Van+Damme/Bye+Bye+Blackbird
Art Van Damme,Jimmy Smith,artist/Jimmy-Smith/126371
Art Van Damme,How About You?,/lyric/4212708/Art+Van+Damme/How+About+You%3F
Art Van Damme,"Just You, Just Me",/lyric/4212713/Art+Van+Damme/Just+You%2C+Just+Me
Art Van Damme,On Green Dolphin Street,/lyric/4212712/Art+Van+Damme/On+Green+Dolphin+Street
Art Van Damme,Spring Is Here,/lyric/4212724/Art+Van+Damme/Spring+Is+Here
Art Van Damme,Jimmie Smith,artist/Jimmie-Smith/167836
Art Van Damme,Star Eyes,/lyric/4212715/Art+Van+Damme/Star+Eyes
Art Van Damme,Sweet and Lovely,/lyric/4212707/Art+Van+Damme/Sweet+and+Lovely
Art Van Damme,You Stepped Out of a Dream,/lyric/4212705/Art+Van+Damme/You+Stepped+Out+of+a+Dream
Art Van Damme,You Were Meant for Me,/lyric/4212710/Art+Van+Damme/You+Were+Meant+for+Me
Art Van Damme,Here's That Rainy Day,/lyric/4524009/Art+Van+Damme/Here%27s+That+Rainy+Day
Art Van Damme,I Get a Kick Out of You,/lyric/4524002/Art+Van+Damme/I+Get+a+Kick+Out+of+You
Art Van Damme,I Want To Be Happy,/lyric/4524012/Art+Van+Damme/I+Want+To+Be+Happy
Art Van Damme,I Concentrate on You,/lyric/27728496/Art+Van+Damme/I+Concentrate+on+You
Art Van Damme Quintet,Almost Like Being In Love,/lyric/19797731/Jo+Stafford/Almost+Like+Being+In+Love
Art Van Damme Quintet,Jo Stafford,artist/Jo-Stafford/3151
Art Van Damme Quintet,Autumn Leaves,/lyric/19797727/Jo+Stafford/Autumn+Leaves
Art Van Damme Quintet,Jo Stafford,artist/Jo-Stafford/3151
Art Van Damme Quintet,A  Foggy Day,/lyric/19797733/Jo+Stafford/A++Foggy+Day
Art Van Damme Quintet,Jo Stafford,artist/Jo-Stafford/3151
Art Van Damme Quintet,Mine,/lyric/19797739/Jo+Stafford/Mine
Art Van Damme Quintet,Jo Stafford,artist/Jo-Stafford/3151
Art Van Damme Quintet,Nice Work If You Can Get It,/lyric/19797732/Jo+Stafford/Nice+Work+If+You+Can+Get+It
Art Van Damme Quintet,Jo Stafford,artist/Jo-Stafford/3151
Art Van Damme Quintet,These Foolish Things,/lyric/19797736/Jo+Stafford/These+Foolish+Things
Art Van Damme Quintet,Jo Stafford,artist/Jo-Stafford/3151
Art Van Damme Quintet,I Want to Be Happy,/lyric/16158209/Art+Van+Damme+Quintet/I+Want+to+Be+Happy
Art Van Damme Quintet,But Not for Me,/lyric/13471640/Jo+Stafford/But+Not+for+Me
Art Van Damme Quintet,Jo Stafford,artist/Jo-Stafford/3151
Art Van Damme Quintet,Bye Bye Blackbird,/lyric/31234940/Art+Van+Damme+Quintet/Bye+Bye+Blackbird
Art Van Damme Quintet,Spring is Here,/lyric/31234932/Art+Van+Damme+Quintet/Spring+is+Here
Art Van Damme Quintet,It's the Talk of the Town,/lyric/34924822/Art+Van+Damme+Quintet/It%27s+the+Talk+of+the+Town
Art Van Damme Quintet,Lover Come Back to Me,/lyric/34924820/Art+Van+Damme+Quintet/Lover+Come+Back+to+Me
Art Van Damme Quintet,Polka Dots and Moonbeams,/lyric/34924817/Art+Van+Damme+Quintet/Polka+Dots+and+Moonbeams
Art Van Damme Quintet,The Song Is You,/lyric/34924813/Art+Van+Damme+Quintet/The+Song+Is+You
Art vs. Science,Parlez-Vous Francais?,/lyric/19391982/Art+vs.+Science/Parlez-Vous+Francais%3F
Art vs. Science,Magic Fountain,/lyric/22257174/Art+vs.+Science/Magic+Fountain
Art vs. Science,A.I.M. Fire!,/lyric/23653816/Art+vs.+Science/A.I.M.+Fire%21
Art vs. Science,In This Together,/lyric/32258240/Art+vs.+Science/In+This+Together
Art vs. Science,Tired of Pretending,/lyric/32258238/Art+vs.+Science/Tired+of+Pretending
Art-School,Take on Me,/lyric/34756060/Art-School/Take+on+Me
Artas,Fortress of No Hope,/lyric/22685522/Artas/Fortress+of+No+Hope
Artas,Rassenhass,/lyric/22685519/Artas/Rassenhass
Arte',Duas Lágrimas de Orvalho,/lyric/8225014/DoCarmo%2C+Amizade+DeCarlos/Duas+L%C3%A1grimas+de+Orvalho
Arte',"DoCarmo, Amizade DeCarlos","artist/DoCarmo,-Amizade-DeCarlos/0"
Arte',Genialidade,artist/Genialidade/0
Arte',Mariza,artist/Mariza/527818
Artem Stolyarov,Rush,/lyric/19654818/Artem+Stolyarov/Rush
Artem Stolyarov,Arty,artist/Arty/2136969
Artemis,Undone,/lyric/7775906/Artemis/Undone
Artension,Area 51,/lyric/2276163/Artension/Area+51
Artension,Blood Brother,/lyric/2276166/Artension/Blood+Brother
Artension,The City Is Lost,/lyric/2276170/Artension/The+City+Is+Lost
Artension,Forbidden Love,/lyric/2276169/Artension/Forbidden+Love
Artension,Goin' Home,/lyric/2276171/Artension/Goin%27+Home
Artension,I Really Don't Care,/lyric/2276172/Artension/I+Really+Don%27t+Care
Artension,Into the Blue,/lyric/2276167/Artension/Into+the+Blue
Artension,Phoenix Rising,/lyric/2276168/Artension/Phoenix+Rising
Artension,Through the Gate,/lyric/2276164/Artension/Through+the+Gate
Artension,Valley of the Kings,/lyric/2276165/Artension/Valley+of+the+Kings
Artension,Call of the Wild,/lyric/6100322/Artension/Call+of+the+Wild
Artension,Endless Days,/lyric/6100321/Artension/Endless+Days
Artension,Hearts Are Broken,/lyric/6100319/Artension/Hearts+Are+Broken
Artension,Innocence Lost,/lyric/6100317/Artension/Innocence+Lost
Artension,The Last Survivor,/lyric/6100318/Artension/The+Last+Survivor
Artension,New Discovery,/lyric/6100315/Artension/New+Discovery
Artension,Remember My Name,/lyric/6100316/Artension/Remember+My+Name
Artension,Story Teller,/lyric/6100323/Artension/Story+Teller
Artension,Symphonic Expedition,/lyric/6100320/Artension/Symphonic+Expedition
Artension,The Calm Before the Storm,/lyric/6863856/Artension/The+Calm+Before+the+Storm
Artension,The Emperor,/lyric/6863853/Artension/The+Emperor
Artension,Flower of the Orient,/lyric/6863858/Artension/Flower+of+the+Orient
Artension,The Killing,/lyric/6863855/Artension/The+Killing
Artension,March to Ruin,/lyric/6863857/Artension/March+to+Ruin
Artension,Nightmare,/lyric/6863854/Artension/Nightmare
Artension,Running Out of Time,/lyric/6863850/Artension/Running+Out+of+Time
Artension,Sacred Pathways,/lyric/6863851/Artension/Sacred+Pathways
Artension,Silent Temple,/lyric/6863852/Artension/Silent+Temple
Artension,Voyage to Nasca,/lyric/6863848/Artension/Voyage+to+Nasca
Artension,Your Victory,/lyric/6863849/Artension/Your+Victory
Artful Dodger,C'mon Everybody,/lyric/1268825/Artful+Dodger/C%27mon+Everybody
Artful Dodger,Movin Too Fast,/lyric/4670930/Artful+Dodger/Movin+Too+Fast
Artful Dodger,Movin' Too Fast,/lyric/9313575/Artful+Dodger/Movin%27+Too+Fast
Artful Dodger,Re-Rewind (The Crowd Say Bo Selecta),/lyric/4528890/Artful+Dodger/Re-Rewind+%28The+Crowd+Say+Bo+Selecta%29
Artful Dodger,Woman Trouble,/lyric/9765399/Artful+Dodger/Woman+Trouble
Artful Dodger,Robbie Craig,artist/Robbie-Craig/291818
Artful Dodger,Craig David,artist/Craig-David/451479
Artful Dodger,It Ain't Enough,/lyric/20088847/Artful+Dodger/It+Ain%27t+Enough
Artful Dodger,The Dreem Teem,artist/The-Dreem-Teem/168973
Artful Dodger,Craig David,artist/Craig-David/451479
Artful Dodger,Twentyfourseven,/lyric/23953921/Artful+Dodger/Twentyfourseven
Artful Dodger,Melanie Blatt,artist/Melanie-Blatt/356456
Artful Dodger,The Artful Dodger,artist/The-Artful-Dodger/363170
Arthur,All My Life,/lyric/3342190/Arthur/All+My+Life
Arthur & the Afters,Arthur's Theme,/lyric/8331910/Arthur+And+The+Afters/Arthur%27s+Theme
Arthur & the Afters,Arthur And The Afters,artist/Arthur-And-The-Afters/0
"Arthur ""Ace"" Enders",Emergency,/lyric/16306269/Arthur+%22Ace%22+Enders/Emergency
Arthur Adams,The Sky Is Crying,/lyric/1587352/Arthur+Adams/The+Sky+Is+Crying
Arthur Adams,Elmore James,artist/Elmore-James/90058
Arthur Adams,Bye Bye Blackbird,/lyric/8922565/Arthur+Adams/Bye+Bye+Blackbird
Arthur Adams,Clark Terry,artist/Clark-Terry/64818
Arthur Adams,Bob Brookmeyer Quintet,artist/Bob-Brookmeyer-Quintet/854686
Arthur Adams,Mood Indigo,/lyric/8922559/Arthur+Adams/Mood+Indigo
Arthur Adams,Clark Terry,artist/Clark-Terry/64818
Arthur Adams,Bob Brookmeyer Quintet,artist/Bob-Brookmeyer-Quintet/854686
Arthur Alder,The Nearness of You,/lyric/17960214/Arthur+Alder/The+Nearness+of+You
Arthur Alexander,A Shot of Rhythm and Blues,/lyric/650848/Arthur+Alexander/A+Shot+of+Rhythm+and+Blues
Arthur Alexander,Where Have You Been All My Life,/lyric/650847/Arthur+Alexander/Where+Have+You+Been+All+My+Life
Arthur Alexander,You're the Reason,/lyric/650840/Arthur+Alexander/You%27re+the+Reason
Arthur Alexander,Anna (Go to Him),/lyric/122676/Arthur+Alexander/Anna+%28Go+to+Him%29
Arthur Alexander,Every Day I Have to Cry Some,/lyric/461721/Arthur+Alexander/Every+Day+I+Have+to+Cry+Some
Arthur Alexander,Go Home Girl,/lyric/461717/Arthur+Alexander/Go+Home+Girl
Arthur Alexander,If It's Really Got to Be This Way,/lyric/461716/Arthur+Alexander/If+It%27s+Really+Got+to+Be+This+Way
Arthur Alexander,Soldier of Love (Lay Down Your Arms),/lyric/495122/Arthur+Alexander/Soldier+of+Love+%28Lay+Down+Your+Arms%29
Arthur Alexander,Where Have You Been (All My Life),/lyric/495135/Arthur+Alexander/Where+Have+You+Been+%28All+My+Life%29
Arthur Alexander,You Better Move On,/lyric/495121/Arthur+Alexander/You+Better+Move+On
Arthur Alexander,Anna (Go to Him) [Live],/lyric/1291542/Arthur+Alexander/Anna+%28Go+to+Him%29+%5BLive%5D
Arthur Alexander,Cry Like a Baby,/lyric/4795113/Arthur+Alexander/Cry+Like+a+Baby
Arthur Alexander,Spanish Harlem,/lyric/4795107/Arthur+Alexander/Spanish+Harlem
Arthur Alexander,Anna [Go to Him],/lyric/6753216/Arthur+Alexander/Anna+%5BGo+to+Him%5D
Arthur Alexander,Frank Howard & The Commanders,artist/Frank-Howard-&-The-Commanders/648310
Arthur Alexander,Soldier of Love,/lyric/8358864/Arthur+Alexander/Soldier+of+Love
Arthur Alexander,Glory Road,/lyric/8853011/Arthur+Alexander/Glory+Road
Arthur Alexander,Every Day I Have to Cry,/lyric/12297931/Arthur+Alexander/Every+Day+I+Have+to+Cry
Arthur Alexander,I Feel So Good,/lyric/31881218/Arthur+Alexander/I+Feel+So+Good
Arthur Alexander,Richard Thompson,artist/Richard-Thompson/5642
Arthur Askey,Bee Song,/lyric/1779984/Arthur+Askey/Bee+Song
Arthur Baker,Saturday Night (Is the Loneliest Night of the Week),/lyric/1705059/Frank+Sinatra/Saturday+Night+%28Is+the+Loneliest+Night+of+the+Week%29
Arthur Baker,Frank Sinatra,artist/Frank-Sinatra/3150
Arthur Baker,Looking for the Perfect Beat,/lyric/5187291/The+Soulsonic+Force/Looking+for+the+Perfect+Beat
Arthur Baker,The Soulsonic Force,artist/The-Soulsonic-Force/0
Arthur Baker,Afrika Bambaataa,artist/Afrika-Bambaataa/50618
Arthur Baker,Afrika Bambaataa & the Soulsonic Force,artist/Afrika-Bambaataa-&-the-Soulsonic-Force/195923
Arthur Baker,Saturday Night (Is the Loneliest Night in the Week),/lyric/4088868/Frank+Sinatra/Saturday+Night+%28Is+the+Loneliest+Night+in+the+Week%29
Arthur Baker,Frank Sinatra,artist/Frank-Sinatra/3150
Arthur Baker,Saturday Night (Is the Lonliest in Night in the Week) [Alternate Take][,/lyric/4088882/Frank+Sinatra/Saturday+Night+%28Is+the+Lonliest+in+Night+in+the+Week%29+%5BAlternate+Take%5D%5B
Arthur Baker,Frank Sinatra,artist/Frank-Sinatra/3150
Arthur Baker,The Message Is Love,/lyric/27131101/Arthur+Baker/The+Message+Is+Love
Arthur Baker,Al Green,artist/Al-Green/4403
Arthur Baker,Arthur Baker & the Backbeat Disciples,artist/Arthur-Baker-&-the-Backbeat-Disciples/196039
Arthur Baker,Saturday Night (Is the Loneliest Night in the Week),/lyric/22197970/Frank+Sinatra/Saturday+Night+%28Is+the+Loneliest+Night+in+the+Week%29
Arthur Baker,Frank Sinatra,artist/Frank-Sinatra/3150
Arthur Baker & the Backbeat Disciples,The Message Is Love,/lyric/3967425/Arthur+Baker+%26+the+Backbeat+Disciples/The+Message+Is+Love
Arthur Barrow,"Dance, Dance, Dance",/lyric/751840/Giorgio+Moroder/Dance%2C+Dance%2C+Dance
Arthur Barrow,Giorgio Moroder,artist/Giorgio-Moroder/23915
Arthur Barrow,Beth Andersen,artist/Beth-Andersen/51729
Arthur Barrow,Shake It Up,/lyric/751839/Giorgio+Moroder/Shake+It+Up
Arthur Barrow,Giorgio Moroder,artist/Giorgio-Moroder/23915
Arthur Blythe,In a Sentimental Mood,/lyric/803555/Arthur+Blythe/In+a+Sentimental+Mood
Arthur Blythe,You Are Too Beautiful,/lyric/1256805/Arthur+Blythe/You+Are+Too+Beautiful
Arthur Blythe,Chico Freeman,artist/Chico-Freeman/6529
Arthur Blythe,Come Sunday,/lyric/6350633/Arthur+Blythe/Come+Sunday
Arthur Blythe,Just Friends,/lyric/6350641/Arthur+Blythe/Just+Friends
Arthur Blythe,Straighten Up and Fly Right,/lyric/6350644/Arthur+Blythe/Straighten+Up+and+Fly+Right
Arthur Blythe,There You Go,/lyric/7322197/Arthur+Blythe/There+You+Go
Arthur Blythe,David Eyges,artist/David-Eyges/10521
Arthur Blythe,Abe Speller,artist/Abe-Speller/127342
Arthur Briggs,Ain't She Sweet,/lyric/2143367/Arthur+Briggs/Ain%27t+She+Sweet
Arthur Briggs,Bugle Call Rag,/lyric/2143364/Arthur+Briggs/Bugle+Call+Rag
Arthur Briggs,Blue Moon,/lyric/8600236/Coleman+Hawkins/Blue+Moon
Arthur Briggs,Coleman Hawkins,artist/Coleman-Hawkins/25489
Arthur Briggs,Michel Warlop et Son Orchestre,artist/Michel-Warlop-et-Son-Orchestre/786424
Arthur Briggs,Smoke Rings,/lyric/7604080/St%C3%A9phane+Grappelli/Smoke+Rings
Arthur Briggs,Stéphane Grappelli,artist/Stéphane-Grappelli/6608
Arthur Briggs,Django Reinhardt,artist/Django-Reinhardt/7407
Arthur Briggs,Quintet of the Hot Club of France,artist/Quintet-of-the-Hot-Club-of-France/11482
Arthur Briggs,I Got Rhythm,/lyric/6092652/Arthur+Briggs/I+Got+Rhythm
Arthur Briggs,Nobody's Sweetheart,/lyric/6092650/Arthur+Briggs/Nobody%27s+Sweetheart
Arthur Brooks,For Your Precious Love,/lyric/326652/Jerry+Butler/For+Your+Precious+Love
Arthur Brooks,Jerry Butler,artist/Jerry-Butler/3807
Arthur Brooks,Richard Brooks,artist/Richard-Brooks/59720
Arthur Brown,Loneliest Person [1988],/lyric/6743851/Arthur+Brown/Loneliest+Person+%5B1988%5D
Arthur Brown,Come and Buy,/lyric/3095544/Arthur+Brown/Come+and+Buy
Arthur Brown,The Crazy World of Arthur Brown,artist/The-Crazy-World-of-Arthur-Brown/198343
Arthur Brown,I Put a Spell on You,/lyric/3095546/Arthur+Brown/I+Put+a+Spell+on+You
Arthur Brown,The Crazy World of Arthur Brown,artist/The-Crazy-World-of-Arthur-Brown/198343
Arthur Brown,Brains,/lyric/6688880/Arthur+Brown/Brains
Arthur Brown,Arthur Brown's Kingdom Come,artist/Arthur-Brown's-Kingdom-Come/196040
Arthur Brown,Trouble,/lyric/6688879/Arthur+Brown/Trouble
Arthur Brown,Arthur Brown's Kingdom Come,artist/Arthur-Brown's-Kingdom-Come/196040
Arthur Brown,Hound Dog,/lyric/4881340/Black%2C+J.C./Hound+Dog
Arthur Brown,"Black, J.C.","artist/Black,-J.C./0"
Arthur Brown,We Gotta Get Out of This Place,/lyric/3524734/Arthur+Brown/We+Gotta+Get+Out+of+This+Place
Arthur Brown,Fire,/lyric/1551432/Arthur+Brown/Fire
Arthur Brown,Die Krupps,artist/Die-Krupps/12755
Arthur Brown,Moving Beyond [Non-Album Version],/lyric/1551433/Arthur+Brown/Moving+Beyond+%5BNon-Album+Version%5D
Arthur Brown,Die Krupps,artist/Die-Krupps/12755
Arthur Brown,Silver Machine,/lyric/6093142/Arthur+Brown/Silver+Machine
Arthur Brown,Hawkwind,artist/Hawkwind/4457
Arthur Brown,Spirit of Joy,/lyric/6415713/Arthur+Brown/Spirit+of+Joy
Arthur Brown,I Believe in You,/lyric/11952224/Arthur+Brown/I+Believe+in+You
Arthur Brown,The Voice of Love,/lyric/11952226/Arthur+Brown/The+Voice+of+Love
Arthur Brown's Kingdom Come,Brains,/lyric/6688880/Arthur+Brown/Brains
Arthur Brown's Kingdom Come,Arthur Brown,artist/Arthur-Brown/3982
Arthur Brown's Kingdom Come,Trouble,/lyric/6688879/Arthur+Brown/Trouble
Arthur Brown's Kingdom Come,Arthur Brown,artist/Arthur-Brown/3982
Arthur Conley,I've Been Loving You Too Long (To Stop New),/lyric/28909096/Arthur+Conley/I%27ve+Been+Loving+You+Too+Long+%28To+Stop+New%29
Arthur Conley,Something You Got,/lyric/4336962/Arthur+Conley/Something+You+Got
Arthur Conley,Aunt Dora's Love Soul Shack,/lyric/701808/Arthur+Conley/Aunt+Dora%27s+Love+Soul+Shack
Arthur Conley,Funky Street,/lyric/701807/Arthur+Conley/Funky+Street
Arthur Conley,"Shake, Rattle & Roll",/lyric/701813/Arthur+Conley/Shake%2C+Rattle+%26+Roll
Arthur Conley,Sweet Soul Music,/lyric/142252/Arthur+Conley/Sweet+Soul+Music
Arthur Conley,Sweet Soul Music [Single/LP Version],/lyric/10278509/Arthur+Conley/Sweet+Soul+Music+%5BSingle-LP+Version%5D
Arthur Conley,Take Me (Just as I Am),/lyric/10326992/Arthur+Conley/Take+Me+%28Just+as+I+Am%29
Arthur Coppersmith,Basin Street Blues,/lyric/33954178/Shirley+Bassey/Basin+Street+Blues
Arthur Coppersmith,Shirley Bassey,artist/Shirley-Bassey/3082
Arthur Coppersmith,Blues in the Night (My Mama Done Told Me),/lyric/33954177/Shirley+Bassey/Blues+in+the+Night+%28My+Mama+Done+Told+Me%29
Arthur Coppersmith,Shirley Bassey,artist/Shirley-Bassey/3082
Arthur Coppersmith,I've Got You Under My Skin,/lyric/33954181/Shirley+Bassey/I%27ve+Got+You+Under+My+Skin
Arthur Coppersmith,Shirley Bassey,artist/Shirley-Bassey/3082
Arthur Dobrucki,Bring It Back,/lyric/17044134/Arthur+Dobrucki/Bring+It+Back
Arthur Dyer,Magnify the Lord with Me [Live],/lyric/10226554/Arthur+Dyer/Magnify+the+Lord+with+Me+%5BLive%5D
Arthur Dyer,T.D. Jakes,artist/T.D.-Jakes/200308
Arthur Dyer,The Potter's House Choir,artist/The-Potter's-House-Choir/526711
Arthur Enders,Power of Love,/lyric/30073296/The+Early+November/Power+of+Love
Arthur Enders,The Early November,artist/The-Early-November/544085
Arthur Fiedler,Do Nothin' Till You Hear from Me,/lyric/1197392/Arthur+Fiedler/Do+Nothin%27+Till+You+Hear+from+Me
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,Duke Ellington,artist/Duke-Ellington/72532
Arthur Fiedler,I Got It Bad (And That Ain't Good),/lyric/1197396/Arthur+Fiedler/I+Got+It+Bad+%28And+That+Ain%27t+Good%29
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,Duke Ellington,artist/Duke-Ellington/72532
Arthur Fiedler,I Let a Song Go Out of My Heart,/lyric/1197390/Arthur+Fiedler/I+Let+a+Song+Go+Out+of+My+Heart
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,Duke Ellington,artist/Duke-Ellington/72532
Arthur Fiedler,I'm Beginning to See the Light,/lyric/1197391/Arthur+Fiedler/I%27m+Beginning+to+See+the+Light
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,Duke Ellington,artist/Duke-Ellington/72532
Arthur Fiedler,The Mooche,/lyric/1197388/Arthur+Fiedler/The+Mooche
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,Duke Ellington,artist/Duke-Ellington/72532
Arthur Fiedler,Mood Indigo,/lyric/1197387/Arthur+Fiedler/Mood+Indigo
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,Duke Ellington,artist/Duke-Ellington/72532
Arthur Fiedler,Satin Doll,/lyric/1197397/Arthur+Fiedler/Satin+Doll
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,Duke Ellington,artist/Duke-Ellington/72532
Arthur Fiedler,Solitude,/lyric/1197395/Arthur+Fiedler/Solitude
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,Duke Ellington,artist/Duke-Ellington/72532
Arthur Fiedler,Sophisticated Lady,/lyric/1197393/Arthur+Fiedler/Sophisticated+Lady
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,Duke Ellington,artist/Duke-Ellington/72532
Arthur Fiedler,A Lover's Concerto,/lyric/6924395/Arthur+Fiedler/A+Lover%27s+Concerto
Arthur Fiedler,"Up, Up and Away",/lyric/6924386/Arthur+Fiedler/Up%2C+Up+and+Away
Arthur Fiedler,Santa Claus Is Coming to Town,/lyric/2664568/Arthur+Fiedler/Santa+Claus+Is+Coming+to+Town
Arthur Fiedler,Santa Claus is Comin' To Town,/lyric/6595151/Arthur+Fiedler/Santa+Claus+is+Comin%27+To+Town
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,"Sleigh Ride, for orchestra (or string orchestra)",/lyric/6595150/Arthur+Fiedler/Sleigh+Ride%2C+for+orchestra+%28or+string+orchestra%29
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,Laura,/lyric/19700991/Arthur+Fiedler/Laura
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,September Song,/lyric/19700969/Arthur+Fiedler/September+Song
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,St. Louis Blues March,/lyric/1100177/Arthur+Fiedler/St.+Louis+Blues+March
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,Caravan,/lyric/18284955/Arthur+Fiedler/Caravan
Arthur Fiedler,Hey Jude,/lyric/18277102/Arthur+Fiedler/Hey+Jude
Arthur Fiedler,"The Song Is You, song (from ""Music in the Air"")",/lyric/8219263/Arthur+Fiedler/The+Song+Is+You%2C+song+%28from+%22Music+in+the+Air%22%29
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,Never on Sunday,/lyric/1197971/Arthur+Fiedler/Never+on+Sunday
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,When You Wish upon a Star [From Pinocchio],/lyric/1197974/Arthur+Fiedler/When+You+Wish+upon+a+Star+%5BFrom+Pinocchio%5D
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,Sleigh Ride,/lyric/922805/Arthur+Fiedler/Sleigh+Ride
Arthur Fiedler,Easy to Love,/lyric/470914/Arthur+Fiedler/Easy+to+Love
Arthur Fiedler,The More I See You,/lyric/470916/Arthur+Fiedler/The+More+I+See+You
Arthur Fiedler,The Shadow of Your Smile,/lyric/470913/Arthur+Fiedler/The+Shadow+of+Your+Smile
Arthur Fiedler,The Song Is You,/lyric/470915/Arthur+Fiedler/The+Song+Is+You
Arthur Fiedler,Sweet and Lovely,/lyric/470919/Arthur+Fiedler/Sweet+and+Lovely
Arthur Fiedler,High Noon,/lyric/25414546/Arthur+Fiedler/High+Noon
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,Swanee River,/lyric/8219288/Arthur+Fiedler/Swanee+River
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,"The Syncopated Clock, for orchestra",/lyric/8219285/Arthur+Fiedler/The+Syncopated+Clock%2C+for+orchestra
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,Eleanor Rigby,/lyric/30065046/Arthur+Fiedler/Eleanor+Rigby
Arthur Fiedler,The Little Drummer Boy,/lyric/2948000/Arthur+Fiedler/The+Little+Drummer+Boy
Arthur Fiedler,Aquarius,/lyric/1217510/Arthur+Fiedler/Aquarius
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,Let It Be,/lyric/1217517/Arthur+Fiedler/Let+It+Be
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,The Sound of Silence,/lyric/1217522/Arthur+Fiedler/The+Sound+of+Silence
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,Wichita Lineman,/lyric/1217515/Arthur+Fiedler/Wichita+Lineman
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,Danny Boy,/lyric/867305/Arthur+Fiedler/Danny+Boy
Arthur Fiedler,I Want to Hold Your Hand,/lyric/2170821/Arthur+Fiedler/I+Want+to+Hold+Your+Hand
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,Arthur Fielder,artist/Arthur-Fielder/1799667
Arthur Fiedler,Aquarius [From Hair],/lyric/2388342/Arthur+Fiedler/Aquarius+%5BFrom+Hair%5D
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,I Left My Heart in San Francisco,/lyric/2388349/Arthur+Fiedler/I+Left+My+Heart+in+San+Francisco
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,High Noon (Do Not Forsake Me),/lyric/26650871/Arthur+Fiedler/High+Noon+%28Do+Not+Forsake+Me%29
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,"The Way We Were, song (for the film ""The Way We Were"") [From The Way We Wer",/lyric/26650870/Arthur+Fiedler/The+Way+We+Were%2C+song+%28for+the+film+%22The+Way+We+Were%22%29+%5BFrom+The+Way+We+Wer
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
Arthur Fiedler,Where Is Your Heart? [From Moulin Rouge],/lyric/26650892/Arthur+Fiedler/Where+Is+Your+Heart%3F+%5BFrom+Moulin+Rouge%5D
Arthur Fiedler,Boston Pops Orchestra,artist/Boston-Pops-Orchestra/58274
